id,impact.gap,impact.magnitude,impact.significance,location.depth,location.distance,location.full,location.latitude,location.longitude,location.name,time.day,time.epoch,time.full,time.hour,time.minute,time.month,time.second,time.year
nn00554582,79.47,1.4,30,5.3,0.198,"50km ENE of Bishop, California",37.5505,-117.8768,California,4,1.47E+12,8/4/2016 15:00,15,0,8,26,2016
ci37434479,66,1.25,24,9.14,0.05502,"14km ESE of Anza, CA",33.5023333,-116.5306667,California,4,1.47E+12,8/4/2016 15:45,15,45,8,6,2016
ci37434503,71,1.25,24,2.31,0.09427,"26km ENE of Thermal, CA",33.7673333,-115.9065,California,4,1.47E+12,8/4/2016 15:52,15,52,8,34,2016
nc72670540,51,1.74,47,7.38,0.06029,"4km WNW of Calistoga, California",38.5963333,-122.6206667,California,4,1.47E+12,8/4/2016 15:58,15,58,8,14,2016
nc72670545,248,0.65,6,7.62,0.1152,"10km W of Chester, California",40.2948333,-121.3523333,California,4,1.47E+12,8/4/2016 16:24,16,24,8,31,2016
nc72670550,121,0.77,9,1.71,0.008504,"12km ENE of Cloverdale, California",38.8330002,-122.8748322,California,4,1.47E+12,8/4/2016 16:32,16,32,8,59,2016
ci37434527,89,0.67,7,9.05,0.06004,"14km ESE of Anza, CA",33.5016667,-116.5308333,California,4,1.47E+12,8/4/2016 16:33,16,33,8,4,2016
ci37434535,64,0.74,8,1.22,0.2012,"6km SSE of Banning, CA",33.8798333,-116.8526667,California,4,1.47E+12,8/4/2016 16:45,16,45,8,16,2016
nc72670555,148,0.77,9,2.94,0.01848,"5km WNW of The Geysers, California",38.7983322,-122.8154984,California,4,1.47E+12,8/4/2016 16:50,16,50,8,26,2016
ci37434551,118,1.4,30,1.68,0.0976,"26km NE of Thermal, CA",33.7698333,-115.9101667,California,4,1.47E+12,8/4/2016 16:53,16,53,8,46,2016
ci37434559,58,1.11,19,2.49,0.05105,"3km NNW of Little Lake, CA",35.9621667,-117.919,California,4,1.47E+12,8/4/2016 17:00,17,0,8,34,2016
nc72670580,88,1.54,36,5.11,0.03178,"12km SE of Mammoth Lakes, California",37.5733333,-118.8631667,California,4,1.47E+12,8/4/2016 17:10,17,10,8,1,2016
nc72670585,134,0.77,9,4.9,0.03017,"12km SE of Mammoth Lakes, California",37.5728333,-118.8603333,California,4,1.47E+12,8/4/2016 17:10,17,10,8,19,2016
nc72670590,94,0.66,7,2.08,0.0242,"3km ESE of Mammoth Lakes, California",37.6401667,-118.93,California,4,1.47E+12,8/4/2016 17:12,17,12,8,56,2016
ci37144028,86,1.22,23,2.85,0.09246,"26km ENE of Thermal, CA",33.765,-115.908,California,4,1.47E+12,8/4/2016 17:29,17,29,8,14,2016
ci37434599,162,1.26,24,0.24,0.09242,"23km ENE of Thermal, CA",33.7568333,-115.929,California,4,1.47E+12,8/4/2016 17:29,17,29,8,23,2016
ci37434583,45,1.4,30,2.44,0.09245,"25km ENE of Thermal, CA",33.7636667,-115.9123333,California,4,1.47E+12,8/4/2016 17:30,17,30,8,10,2016
ci37434591,46,1.53,36,2.39,0.09418,"25km ENE of Thermal, CA",33.766,-115.9108333,California,4,1.47E+12,8/4/2016 17:31,17,31,8,22,2016
ci37434631,92,0.57,5,6.31,0.1366,"8km NW of Aguanga, CA",33.4963333,-116.9301667,California,4,1.47E+12,8/4/2016 18:17,18,17,8,55,2016
nc72670610,57,0.95,14,5.85,0.05016,"17km N of Morgan Hill, California",37.2893333,-121.623,California,4,1.47E+12,8/4/2016 18:31,18,31,8,38,2016
nc72670620,150,0.82,10,2.31,0.01067,"5km NW of The Geysers, California",38.8128319,-122.8079987,California,4,1.47E+12,8/4/2016 19:00,19,0,8,14,2016
nc72670625,124,0.77,9,3.18,0.001614,"4km NW of The Geysers, California",38.8076668,-122.7973328,California,4,1.47E+12,8/4/2016 19:05,19,5,8,52,2016
nc72670630,130,0.85,11,7.83,0.03469,"27km ENE of Soledad, California",36.5496667,-121.0636667,California,4,1.47E+12,8/4/2016 19:06,19,6,8,3,2016
nn00554726,241.03,0.9,12,11.8,0.064,"31km SE of Janesville, California",40.1402,-120.2197,California,4,1.47E+12,8/4/2016 19:35,19,35,8,24,2016
nc72670640,85,1.73,46,4.55,0.02852,"12km SE of Mammoth Lakes, California",37.5818333,-118.8635,California,4,1.47E+12,8/4/2016 19:42,19,42,8,14,2016
nc72670645,181,0.22,1,5.64,0.01712,"4km S of Mammoth Lakes, California",37.606,-118.9761667,California,4,1.47E+12,8/4/2016 19:50,19,50,8,18,2016
nc72670655,88,1.05,17,1.8,0.02196,"15km E of Seven Trees, California",37.2801667,-121.6656667,California,4,1.47E+12,8/4/2016 20:19,20,19,8,32,2016
nn00554722,240.36,1.1,19,12,0.063,"31km SE of Janesville, California",40.1381,-120.2196,California,4,1.47E+12,8/4/2016 20:57,20,57,8,54,2016
nn00554752,235.09,0.5,4,11.4,0.066,"32km SE of Janesville, California",40.134,-120.2122,California,4,1.47E+12,8/4/2016 21:07,21,7,8,25,2016
nc72670675,230,0.25,1,4.46,0.02256,"12km SE of Mammoth Lakes, California",37.5831667,-118.8561667,California,4,1.47E+12,8/4/2016 21:12,21,12,8,22,2016
nc72670680,96,0.77,9,9.18,0.05501,"14km SE of Mammoth Lakes, California",37.5466667,-118.8718333,California,4,1.47E+12,8/4/2016 21:15,21,15,8,41,2016
ci37434687,128,0.7,8,9.75,0.03419,"6km SE of Wrightwood, CA",34.3301667,-117.5833333,California,4,1.47E+12,8/4/2016 21:28,21,28,8,43,2016
ci37434703,150,0.97,14,4.04,0.1603,"16km NE of Borrego Springs, CA",33.3531667,-116.243,California,4,1.47E+12,8/4/2016 21:47,21,47,8,11,2016
ci37434767,49,1.12,19,1.32,0.09744,"25km NE of Thermal, CA",33.7683333,-115.9145,California,4,1.47E+12,8/4/2016 21:52,21,52,8,0,2016
ci37381253,48,1.68,43,-0.03,0.09946,"25km NE of Thermal, CA",33.7705,-115.9145,California,4,1.47E+12,8/4/2016 21:52,21,52,8,1,2016
ci37381229,85,1.18,21,1.4,0.09694,"25km NE of Thermal, CA",33.7683333,-115.9128333,California,4,1.47E+12,8/4/2016 21:52,21,52,8,45,2016
ci37434775,45,1.43,31,1.55,0.09358,"25km ENE of Thermal, CA",33.7646667,-115.913,California,4,1.47E+12,8/4/2016 21:54,21,54,8,10,2016
ci37434783,73,1.43,31,8.34,0.00737,"5km SSW of Wofford Heights, CA",35.6666667,-118.4663333,California,4,1.47E+12,8/4/2016 21:56,21,56,8,1,2016
ci37434791,150,0.65,6,1.38,0.1689,"16km NE of Borrego Springs, CA",33.352,-116.2418333,California,4,1.47E+12,8/4/2016 22:02,22,2,8,28,2016
nn00554736,239.17,1.1,19,11.2,0.064,"31km SE of Janesville, California",40.1371,-120.2178,California,4,1.47E+12,8/4/2016 22:05,22,5,8,4,2016
nn00554753,239.77,0.2,1,12.1,0.063,"31km SE of Janesville, California",40.1375,-120.2186,California,4,1.47E+12,8/4/2016 22:06,22,6,8,25,2016
nn00554738,115.29,0.9,12,2.8,0.381,"72km NNE of Dixon Lane-Meadow Creek, California",37.9986,-118.1192,California,4,1.47E+12,8/4/2016 22:21,22,21,8,46,2016
nn00554740,235.86,1.2,22,11.7,0.063,"31km SE of Janesville, California",40.1339,-120.2169,California,4,1.47E+12,8/4/2016 22:29,22,29,8,59,2016
ci37434799,143,0.38,2,11.07,0.07029,"20km ESE of Anza, CA",33.4723333,-116.4836667,California,4,1.47E+12,8/4/2016 22:33,22,33,8,43,2016
ci37434815,65,1.08,18,7.87,0.06912,"6km N of Sunland, CA",34.3145,-118.2941667,California,4,1.47E+12,8/4/2016 23:50,23,50,8,18,2016
nc72670730,195,0.31,1,7.24,0.06874,"14km SSE of Mammoth Lakes, California",37.5385,-118.8865,California,4,1.47E+12,8/4/2016 23:50,23,50,8,37,2016
nc72670725,61,1.79,49,8.68,0.1209,"9km NE of Willits, California",39.4668333,-123.2783333,California,4,1.47E+12,8/4/2016 23:53,23,53,8,15,2016
nc72670720,75,2.25,78,1.38,0.008905,"2km ENE of The Geysers, California",38.79,-122.7275,California,4,1.47E+12,8/4/2016 23:53,23,53,8,53,2016
nn00554755,235.27,0.3,1,13.8,0.063,"31km SE of Janesville, California",40.1333,-120.2167,California,4,1.47E+12,8/4/2016 23:56,23,56,8,38,2016
nn00554756,241.07,0.3,1,11.8,0.062,"30km SE of Janesville, California",40.1405,-120.223,California,4,1.47E+12,8/4/2016 23:57,23,57,8,55,2016
nn00554759,242.53,0.2,1,12.3,0.038,"26km SE of Janesville, California",40.1452,-120.2803,California,5,1.47E+12,8/5/2016 00:12,0,12,8,19,2016
nc72670735,91,0.38,2,-0.18,0.006781,"6km WSW of Mammoth Lakes, California",37.6341667,-119.0388333,California,5,1.47E+12,8/5/2016 00:20,0,20,8,15,2016
nn00554817,236.79,0.1,0,12.3,0.073,"32km ESE of Janesville, California",40.1375,-120.2044,California,5,1.47E+12,8/5/2016 01:12,1,12,8,9,2016
ci37434935,43,1.16,21,10.94,0.03965,"5km W of Devore, CA",34.2221667,-117.456,California,5,1.47E+12,8/5/2016 01:17,1,17,8,36,2016
ci37434943,143,0.63,6,5.19,0.08757,"12km NNW of Borrego Springs, CA",33.356,-116.4176667,California,5,1.47E+12,8/5/2016 01:26,1,26,8,5,2016
ci37434951,48,1.8,50,1.68,0.09375,"25km ENE of Thermal, CA",33.7653333,-115.9115,California,5,1.47E+12,8/5/2016 01:26,1,26,8,30,2016
nn00554822,240.03,0.4,2,11.4,0.065,"31km SE of Janesville, California",40.1385,-120.2161,California,5,1.47E+12,8/5/2016 01:30,1,30,8,59,2016
nc72670760,71,0.17,0,5.46,0.002834,"8km NW of The Geysers, California",38.8211667,-122.8376667,California,5,1.47E+12,8/5/2016 01:39,1,39,8,32,2016
nc72670765,198,0.62,6,4.15,0.0282,"11km SE of Mammoth Lakes, California",37.5841667,-118.8638333,California,5,1.47E+12,8/5/2016 01:54,1,54,8,16,2016
nn00554796,244.22,0.3,1,11.9,0.074,"30km ESE of Janesville, California",40.152,-120.2143,California,5,1.47E+12,8/5/2016 02:12,2,12,8,30,2016
nc72670775,73,1.82,51,1.44,0.004522,"5km NW of The Geysers, California",38.8071667,-122.801,California,5,1.47E+12,8/5/2016 02:30,2,30,8,57,2016
ci37434983,198,0.52,4,13.82,0.08426,"5km ESE of Valle Vista, CA",33.7315,-116.8378333,California,5,1.47E+12,8/5/2016 02:39,2,39,8,7,2016
ci37434991,104,0.72,8,10.59,0.0897,"10km ESE of Julian, CA",33.0548333,-116.4953333,California,5,1.47E+12,8/5/2016 02:43,2,43,8,54,2016
nc72670790,230,0.37,2,4.87,0.02772,"13km SE of Mammoth Lakes, California",37.5723333,-118.856,California,5,1.47E+12,8/5/2016 02:45,2,45,8,20,2016
ci37434999,101,0.83,11,12.13,0.0435,"6km N of Lytle Creek, CA",34.309,-117.4943333,California,5,1.47E+12,8/5/2016 02:54,2,54,8,39,2016
nn00554798,242.25,0.6,6,12.3,0.068,"31km ESE of Janesville, California",40.1447,-120.2167,California,5,1.47E+12,8/5/2016 02:58,2,58,8,30,2016
nc72670800,89,1.67,43,4.17,0.02771,"15km SSE of Ridgemark, California",36.6788333,-121.3041667,California,5,1.47E+12,8/5/2016 03:14,3,14,8,17,2016
ci37435007,42,0.86,11,5.69,0.02968,"20km E of Anza, CA",33.5311667,-116.46,California,5,1.47E+12,8/5/2016 03:14,3,14,8,32,2016
ci37435015,47,1.56,37,2.72,0.0914,"26km ENE of Thermal, CA",33.7648333,-115.9045,California,5,1.47E+12,8/5/2016 03:29,3,29,8,3,2016
nn00554800,239.76,0.3,1,12.3,0.067,"31km ESE of Janesville, California",40.1387,-120.2142,California,5,1.47E+12,8/5/2016 03:35,3,35,8,35,2016
nc72670805,195,0.45,3,9.05,0.05171,"14km SE of Mammoth Lakes, California",37.5505,-118.8711667,California,5,1.47E+12,8/5/2016 03:42,3,42,8,11,2016
ci37435023,66,1.09,18,9.52,0.1084,"30km N of Yucca Valley, CA",34.3793333,-116.4596667,California,5,1.47E+12,8/5/2016 03:44,3,44,8,36,2016
ci37435031,73,1.29,26,11.11,0.1102,"30km N of Yucca Valley, CA",34.3813333,-116.46,California,5,1.47E+12,8/5/2016 03:44,3,44,8,40,2016
nn00554802,241.08,0.7,8,11.8,0.063,"31km SE of Janesville, California",40.1404,-120.2208,California,5,1.47E+12,8/5/2016 03:48,3,48,8,59,2016
nc72670810,242,1.09,18,10.36,0.1026,"9km SSE of Bishop, California",37.2808333,-118.3576667,California,5,1.47E+12,8/5/2016 03:56,3,56,8,22,2016
nc72670815,186,0.62,6,7.88,0.0562,"13km SE of Mammoth Lakes, California",37.5525,-118.8818333,California,5,1.47E+12,8/5/2016 04:16,4,16,8,29,2016
ci37435039,129,0.24,1,12.52,0.06425,"17km ESE of Anza, CA",33.4986667,-116.4996667,California,5,1.47E+12,8/5/2016 04:30,4,30,8,21,2016
nc72670820,75,1.6,39,4.98,0.07457,"19km SW of Gustine, California",37.1223333,-121.1386667,California,5,1.47E+12,8/5/2016 04:39,4,39,8,40,2016
ci37435047,59,0.52,4,10.35,0.1066,"1km SSE of Banning, CA",33.9191667,-116.8741667,California,5,1.47E+12,8/5/2016 05:00,5,0,8,44,2016
nc72670830,174,0.56,5,2.82,0.01096,"7km NW of The Geysers, California",38.8188324,-122.8228302,California,5,1.47E+12,8/5/2016 05:13,5,13,8,34,2016
nc72670835,229,0.56,5,4.26,0.004365,"10km WNW of Cobb, California",38.8426666,-122.8375015,California,5,1.47E+12,8/5/2016 05:25,5,25,8,34,2016
ci37435055,127,0.65,6,7.8,0.1395,"24km ESE of Julian, CA",33.0176667,-116.3495,California,5,1.47E+12,8/5/2016 05:35,5,35,8,3,2016
nc72670840,65,1.03,16,1.61,0.00395,"10km NW of The Geysers, California",38.831501,-122.8568344,California,5,1.47E+12,8/5/2016 05:42,5,42,8,16,2016
ci37435063,146,0.4,2,9.12,0.02278,"21km SSW of La Quinta, CA",33.5006667,-116.4283333,California,5,1.47E+12,8/5/2016 05:55,5,55,8,59,2016
ci37435071,55,1.38,29,6.22,0.1365,"24km ESE of Julian, CA",33.0165,-116.3548333,California,5,1.47E+12,8/5/2016 06:05,6,5,8,48,2016
ci37435079,93,0.62,6,4.99,0.01842,"2km W of Borrego Springs, CA",33.2568333,-116.3998333,California,5,1.47E+12,8/5/2016 06:06,6,6,8,29,2016
ci37381261,41,0.89,12,16.3,0.04604,"7km W of Calimesa, CA",33.9758333,-117.1291667,California,5,1.47E+12,8/5/2016 06:13,6,13,8,55,2016
ci37435087,83,0.49,4,14.5,0.03645,"8km S of Idyllwild, CA",33.6685,-116.7175,California,5,1.47E+12,8/5/2016 06:13,6,13,8,56,2016
ci37435095,47,1.41,31,0.95,0.09672,"25km NE of Thermal, CA",33.7685,-115.9115,California,5,1.47E+12,8/5/2016 06:30,6,30,8,5,2016
nc72670845,81,1.02,16,12.27,0.08327,"12km NW of Dixon Lane-Meadow Creek, California",37.4708333,-118.5196667,California,5,1.47E+12,8/5/2016 06:49,6,49,8,58,2016
ci37435103,61,0.91,13,17.55,0.012,"4km SSW of Idyllwild, CA",33.706,-116.7271667,California,5,1.47E+12,8/5/2016 07:39,7,39,8,11,2016
nn00554825,237.6,0.1,0,13.1,0.064,"31km SE of Janesville, California",40.1357,-120.2168,California,5,1.47E+12,8/5/2016 07:59,7,59,8,3,2016
nc72670855,288,0.25,1,6.5,0.02386,"14km E of Mammoth Lakes, California",37.6478333,-118.8085,California,5,1.47E+12,8/5/2016 08:08,8,8,8,6,2016
nn00554772,240.24,1.2,22,11.4,0.062,"31km SE of Janesville, California",40.1376,-120.2205,California,5,1.47E+12,8/5/2016 08:15,8,15,8,7,2016
nc72670860,125,0.7,8,1.18,0.0241,"2km SW of Cobb, California",38.8073349,-122.7405014,California,5,1.47E+12,8/5/2016 08:39,8,39,8,23,2016
nc72670870,47,1.12,19,2.26,0.003772,"6km WNW of Cobb, California",38.8346667,-122.791,California,5,1.47E+12,8/5/2016 09:01,9,1,8,50,2016
ci37435119,58,1.14,20,4.56,0.08171,"21km N of Neenach, CA",34.9671667,-118.595,California,5,1.47E+12,8/5/2016 09:05,9,5,8,49,2016
nc72670875,136,0.55,5,2.78,0.009963,"6km WNW of The Geysers, California",38.803833,-122.8181686,California,5,1.47E+12,8/5/2016 09:12,9,12,8,38,2016
nc72670880,111,1.1,19,2.02,0.004935,"9km W of Cobb, California",38.8366661,-122.8296661,California,5,1.47E+12,8/5/2016 09:32,9,32,8,17,2016
nc72670885,231,1.6,39,10.93,0.05317,"31km ESE of Janesville, California",40.1268333,-120.2258333,California,5,1.47E+12,8/5/2016 09:32,9,32,8,42,2016
nc72670890,82,1.39,30,3.79,0.03161,"25km NE of Greenfield, California",36.4563333,-121.0175,California,5,1.47E+12,8/5/2016 09:35,9,35,8,13,2016
nc72670895,107,1.1,19,2.89,0.008546,"6km WNW of The Geysers, California",38.8065,-122.8186667,California,5,1.47E+12,8/5/2016 09:40,9,40,8,31,2016
nc72670900,39,1.2,22,5.57,0.02878,"4km SSW of Ridgemark, California",36.773,-121.3856667,California,5,1.47E+12,8/5/2016 09:55,9,55,8,0,2016
nc72670910,62,0.73,8,1.87,0.001473,"9km NW of The Geysers, California",38.8398333,-122.8365,California,5,1.47E+12,8/5/2016 10:08,10,8,8,46,2016
ci37435143,46,1.13,20,7.47,0.08428,"5km NE of Banning, CA",33.9538333,-116.8353333,California,5,1.47E+12,8/5/2016 10:17,10,17,8,39,2016
ci37435159,33,1.27,25,10.08,0.08269,"13km NE of Borrego Springs, CA",33.331,-116.2685,California,5,1.47E+12,8/5/2016 10:43,10,43,8,38,2016
ci37435167,55,1.1,19,2.62,0.09302,"26km ENE of Thermal, CA",33.7658333,-115.9071667,California,5,1.47E+12,8/5/2016 11:02,11,2,8,30,2016
ci37435191,26,2.45,92,2.99,0.1295,"13km E of Ocotillo Wells, CA",33.1505,-115.996,California,5,1.47E+12,8/5/2016 11:21,11,21,8,55,2016
nc72670930,73,1.29,26,3.49,0.03496,"24km WSW of Coalinga, California",36.0338333,-120.5936667,California,5,1.47E+12,8/5/2016 11:30,11,30,8,36,2016
ci37435215,50,3.05,176,4.63,0.01389,"14km SE of Santa Ynez, CA",34.5356667,-119.9645,California,5,1.47E+12,8/5/2016 11:45,11,45,8,52,2016
nc72670940,137,0.6,6,1.68,0.007069,"2km ESE of The Geysers, California",38.7651667,-122.7326667,California,5,1.47E+12,8/5/2016 12:04,12,4,8,11,2016
ci37435223,114,1.04,17,10.79,0.07969,"2km SSE of Lakeland Village, CA",33.6253333,-117.3348333,California,5,1.47E+12,8/5/2016 12:20,12,20,8,47,2016
ci37435231,91,0.87,12,15.16,0.02976,"6km S of Idyllwild, CA",33.6816667,-116.7195,California,5,1.47E+12,8/5/2016 12:33,12,33,8,12,2016
nn00554840,241.37,1.3,26,12,0.067,"31km ESE of Janesville, California",40.1421,-120.2157,California,5,1.47E+12,8/5/2016 12:35,12,35,8,47,2016
ci37435239,43,1.12,19,16.27,0.176,"8km SSE of Banning, CA",33.8613333,-116.8441667,California,5,1.47E+12,8/5/2016 12:58,12,58,8,55,2016
nn00554806,236.38,0.8,10,11.2,0.065,"31km SE of Janesville, California",40.1349,-120.2147,California,5,1.47E+12,8/5/2016 13:00,13,0,8,27,2016
ci37435279,40,1.53,36,-1.01,0.05589,"14km W of Mojave, CA",35.0451667,-118.3261667,California,5,1.47E+12,8/5/2016 13:34,13,34,8,11,2016
nc72670965,102,0.18,0,3.97,0.01826,"4km ESE of Mammoth Lakes, California",37.6323333,-118.9245,California,5,1.47E+12,8/5/2016 13:37,13,37,8,54,2016
nc72670970,69,0.39,2,4.15,0.02479,"3km ESE of Mammoth Lakes, California",37.641,-118.9316667,California,5,1.47E+12,8/5/2016 13:38,13,38,8,31,2016
ci37435295,98,0.75,9,10.11,0.03317,"3km W of Lake Henshaw, CA",33.244,-116.7971667,California,5,1.47E+12,8/5/2016 13:50,13,50,8,18,2016
nn00554848,234.09,0.3,1,11.5,0.067,"32km SE of Janesville, California",40.1333,-120.2103,California,5,1.47E+12,8/5/2016 14:22,14,22,8,42,2016
nc72670975,232,0.11,0,4.13,0.02496,"12km SE of Mammoth Lakes, California",37.5823333,-118.859,California,5,1.47E+12,8/5/2016 14:37,14,37,8,2,2016
nn00554832,237.7,1.4,30,11.9,0.066,"31km SE of Janesville, California",40.1364,-120.2142,California,5,1.47E+12,8/5/2016 14:43,14,43,8,12,2016
nc72670980,79,1.25,24,2.85,0.01073,"6km NW of The Geysers, California",38.8126667,-122.8163333,California,5,1.47E+12,8/5/2016 15:05,15,5,8,11,2016
ci37435335,123,0.58,5,14.38,0.01516,"4km N of Murrieta, CA",33.5921667,-117.211,California,5,1.47E+12,8/5/2016 15:05,15,5,8,41,2016
ci37435375,66,1.37,29,-1.7,0.02791,"10km N of Big Bear City, CA",34.347,-116.8611667,California,5,1.47E+12,8/5/2016 15:33,15,33,8,10,2016
ci37435367,125,0.83,11,-0.62,0.08266,"6km ENE of Vista, CA",33.2258333,-117.1806667,California,5,1.47E+12,8/5/2016 15:35,15,35,8,24,2016
nc72670990,55,1.86,53,3.29,0.003926,"4km WNW of The Geysers, California",38.7913333,-122.7998333,California,5,1.47E+12,8/5/2016 15:42,15,42,8,14,2016
ci37435407,114,0.69,7,14.22,0.09078,"4km NE of Beaumont, CA",33.9583333,-116.9491667,California,5,1.47E+12,8/5/2016 16:08,16,8,8,47,2016
ci37435447,94,0.67,7,3.75,0.01163,"6km SE of Yucca Valley, CA",34.0776667,-116.3801667,California,5,1.47E+12,8/5/2016 16:39,16,39,8,0,2016
nc72671000,227,0.14,0,2.9,0.03859,"11km SE of Mammoth Lakes, California",37.579,-118.8756667,California,5,1.47E+12,8/5/2016 16:40,16,40,8,31,2016
ci37435455,84,0.63,6,8.84,0.03514,"13km WNW of Anza, CA",33.595,-116.8061667,California,5,1.47E+12,8/5/2016 16:43,16,43,8,49,2016
nc72671010,106,0.58,5,2.68,0.004206,"7km WNW of The Geysers, California",38.8111667,-122.8246667,California,5,1.47E+12,8/5/2016 17:52,17,52,8,43,2016
nn00554861,238.23,0.8,10,11.9,0.063,"31km SE of Janesville, California",40.1359,-120.2185,California,5,1.47E+12,8/5/2016 17:53,17,53,8,31,2016
ci37435479,89,0.66,7,16.41,0.04609,"8km S of Idyllwild, CA",33.665,-116.7165,California,5,1.47E+12,8/5/2016 17:54,17,54,8,1,2016
nc72671015,153,1.11,19,1.25,0.07639,"19km SE of Mammoth Lakes, California",37.5135,-118.8295,California,5,1.47E+12,8/5/2016 18:03,18,3,8,21,2016
nc72671020,101,1.52,36,1.47,0.0724,"19km SE of Mammoth Lakes, California",37.5175,-118.8281667,California,5,1.47E+12,8/5/2016 18:04,18,4,8,10,2016
nc72671040,153,0.88,12,1.76,0.07573,"19km SE of Mammoth Lakes, California",37.5141667,-118.8291667,California,5,1.47E+12,8/5/2016 18:37,18,37,8,45,2016
ci37435551,125,0.45,3,8.38,0.147,"24km ESE of Julian, CA",33.0265,-116.3506667,California,5,1.47E+12,8/5/2016 18:56,18,56,8,43,2016
nc72671045,49,1.17,21,1.34,0.01091,"5km W of Cobb, California",38.8218333,-122.7893333,California,5,1.47E+12,8/5/2016 19:04,19,4,8,12,2016
nc72671050,71,1.24,24,1.29,0.008479,"12km ENE of Cloverdale, California",38.8306667,-122.8785,California,5,1.47E+12,8/5/2016 19:04,19,4,8,43,2016
ci37381277,69,0.67,7,12.96,0.03483,"10km S of Idyllwild, CA",33.6465,-116.7058333,California,5,1.47E+12,8/5/2016 19:37,19,37,8,5,2016
ci37435567,86,1.5,35,6.38,0.01151,"7km WSW of Calipatria, CA",33.1101667,-115.5845,California,5,1.47E+12,8/5/2016 19:44,19,44,8,18,2016
nc72671055,65,0.35,2,4.36,0.02516,"2km ESE of Mammoth Lakes, California",37.6413333,-118.946,California,5,1.47E+12,8/5/2016 19:45,19,45,8,10,2016
nc72671060,99,1.35,28,8.93,0.06209,"22km SE of Mammoth Lakes, California",37.509,-118.795,California,5,1.47E+12,8/5/2016 19:55,19,55,8,45,2016
ci37435887,106,0.95,14,8.44,0.0718,"9km E of Borrego Springs, CA",33.262,-116.2771667,California,5,1.47E+12,8/5/2016 20:00,20,0,8,41,2016
ci37436047,176,0.63,6,8.76,0.07663,"25km ENE of Thermal, CA",33.7495,-115.9035,California,5,1.47E+12,8/5/2016 20:36,20,36,8,20,2016
ci37436055,74,0.92,13,11.78,0.1345,"1km ENE of Banning, CA",33.9288333,-116.867,California,5,1.47E+12,8/5/2016 20:41,20,41,8,0,2016
ci37436063,125,0.54,4,8.63,0.1223,"1km ESE of Banning, CA",33.9221667,-116.865,California,5,1.47E+12,8/5/2016 20:41,20,41,8,39,2016
ci37436071,53,1.12,19,11.96,0.1156,"0km NNW of Banning, CA",33.9278333,-116.8781667,California,5,1.47E+12,8/5/2016 20:41,20,41,8,42,2016
ci37381285,171,0.6,6,0.89,0.1039,"24km NE of Thermal, CA",33.7711667,-115.9261667,California,5,1.47E+12,8/5/2016 20:42,20,42,8,24,2016
nc72671065,72,0.25,1,0.99,0.01271,"0km NE of The Geysers, California",38.7796667,-122.7523333,California,5,1.47E+12,8/5/2016 20:59,20,59,8,35,2016
ci37436207,87,1.28,25,6.75,0.09143,"25km NNE of California City, CA",35.3411667,-117.9121667,California,5,1.47E+12,8/5/2016 21:21,21,21,8,57,2016
nc72671075,103,0.88,12,7.58,0.02805,"2km W of Danville, California",37.8206667,-122.028,California,5,1.47E+12,8/5/2016 21:28,21,28,8,39,2016
nc72671080,120,0.53,4,2.7,0.01821,"6km NW of The Geysers, California",38.8236656,-122.8071671,California,5,1.47E+12,8/5/2016 21:36,21,36,8,19,2016
nc72671085,77,0.55,5,3.89,0.002306,"4km WNW of The Geysers, California",38.7896667,-122.8006667,California,5,1.47E+12,8/5/2016 22:48,22,48,8,52,2016
nc72671095,78,2.32,83,0.19,0.07631,"19km SW of Gustine, California",37.1198333,-121.1431667,California,5,1.47E+12,8/5/2016 22:59,22,59,8,26,2016
nc72671105,96,0.56,5,1.87,0.01009,"7km W of Cobb, California",38.8334999,-122.8098297,California,5,1.47E+12,8/5/2016 23:18,23,18,8,37,2016
nc72671115,151,1.54,36,4.92,0.1029,"20km NNW of San Simeon, California",35.8143333,-121.2878333,California,5,1.47E+12,8/5/2016 23:37,23,37,8,5,2016
nc72671110,167,1.5,35,3.78,0.07615,"18km SW of Gustine, California",37.1273333,-121.1366667,California,5,1.47E+12,8/5/2016 23:39,23,39,8,19,2016
nn00555056,199.39,1.3,26,14.9,0.358,"11km SSW of Westwood, California",40.2092,-121.0609,California,5,1.47E+12,8/5/2016 23:43,23,43,8,9,2016
nc72671120,156,1.2,22,6.57,0.3213,"7km SSW of Westwood, California",40.2445,-121.0528333,California,5,1.47E+12,8/5/2016 23:43,23,43,8,10,2016
ci37436399,38,2.12,72,15.3,0.02313,"1km WNW of Florence-Graham, CA",33.9716667,-118.259,California,6,1.47E+12,8/6/2016 00:40,0,40,8,49,2016
ci37436407,98,0.7,8,10.42,0.03569,"4km W of Lake Henshaw, CA",33.2423333,-116.8006667,California,6,1.47E+12,8/6/2016 00:41,0,41,8,57,2016
nn00554892,241.24,0.6,6,12.6,0.065,"31km ESE of Janesville, California",40.141,-120.219,California,6,1.47E+12,8/6/2016 00:42,0,42,8,42,2016
ci37436415,102,0.56,5,14.94,0.05926,"20km ESE of Anza, CA",33.4795,-116.4735,California,6,1.47E+12,8/6/2016 00:45,0,45,8,45,2016
nc72671145,156,0.65,6,6.4,0.08625,"21km SE of Mammoth Lakes, California",37.506,-118.8038333,California,6,1.47E+12,8/6/2016 01:08,1,8,8,12,2016
